0,3
1,4
2,5
3,6
4,6
5,7
6,8
7,9
8,10
9,11
10,12
11,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
19,21
20,22
21,23
22,63
23,64
24,65
25,66
26,67
27,68
28,69
29,70
30,71
31,72
32,76
33,74
34,75
35,76
36,77
37,78
38,79
39,80
40,81
41,82
42,83
43,84
44,85
45,86
46,126
47,127
48,128
49,129
50,130
51,131
52,132
53,133
54,134
55,135
56,136
57,137
58,139
59,139
60,140
61,141
62,142
63,143
64,144
65,145
66,146
67,147
68,148
69,149
70,189
71,190
72,191
73,192
74,193
75,194
76,195
77,196
78,197
79,198
80,199
81,200
82,201
83,202
84,203
85,204
86,205
87,206
88,207
89,208
90,209
91,210
92,211
93,212
94,252
95,253
96,254
97,255
98,256
99,257
100,258
101,259
102,260
103,261
104,262
105,263
106,264
107,265
108,266
109,267
110,268
111,269
112,268
113,271
114,272
115,273
116,275
117,275
118,314
119,316
120,317
121,318
122,319
123,320
124,321
125,322
126,323
127,324
128,325
129,326
130,327
131,328
132,329
133,330
134,331
135,331
136,333
137,334
138,335
139,336
140,337
141,338
142,378
143,379
144,380
145,381
146,382
147,383
148,384
149,385
150,386
151,387
152,388
153,389
154,390
155,391
156,392
157,396
158,394
159,395
160,396
161,397
162,398
163,399
164,400
165,401
166,441
167,442
168,443
169,444
170,445
171,446
172,447
173,448
174,449
175,450
176,451
177,452
178,453
179,454
180,455
181,456
182,457
183,458
184,459
185,460
186,461
187,462
188,463
189,463
190,504
191,505
192,506
193,507
194,507
195,509
196,510
197,511
198,511
199,513
200,514
201,515
202,516
203,517
204,518
205,519
206,520
207,521
208,522
209,522
210,524
211,525
212,526
213,527
214,567
215,568
216,569
217,570
218,571
219,572
220,573
221,574
222,575
223,576
224,577
225,578
226,579
227,580
228,581
229,582
230,583
231,584
232,585
233,586
234,586
235,588
236,589
237,590
238,630
239,636
240,632
241,633
242,634
243,635
244,636
245,637
246,638
247,639
248,640
249,641
250,642
251,643
252,644
253,645
254,646
255,647
256,648
257,649
258,650
259,651
260,652
261,653
262,693
263,694
264,696
265,696
266,697
267,698
268,699
269,700
270,701
271,701
272,703
273,704
274,705
275,705
276,707
277,708
278,709
279,710
280,711
281,711
282,713
283,714
284,714
285,716
286,756
287,757
288,758
289,759
290,760
291,761
292,762
293,763
294,764
295,765
296,766
297,766
298,768
299,769
300,770
301,770
302,772
303,773
304,774
305,775
306,776
307,777
308,778
309,780
310,819
311,820
312,821
313,823
314,823
315,824
316,825
317,826
318,827
319,828
320,829
321,830
322,831
323,832
324,833
325,834
326,835
327,836
328,836
329,838
330,839
331,840
332,841
333,842
334,882
335,883
336,883
337,885
338,886
339,887
340,888
341,889
342,890
343,891
344,892
345,894
346,894
347,894
348,896
349,897
350,898
351,899
352,900
353,901
354,902
355,903
356,904
357,905
358,945
359,946
360,947
361,948
362,949
363,950
364,951
365,952
366,951
367,954
368,955
369,956
370,957
371,957
372,959
373,960
374,961
375,961
376,963
377,964
378,965
379,966
380,967
381,968
382,1008
383,1009
384,1010
385,1011
386,1012
387,1013
388,1014
389,1015
390,1016
391,1017
392,1018
393,1019
394,1020
395,1021
396,1022
397,1023
398,1029
399,1025
400,1026
401,1027
402,1028
403,1029
404,1030
405,1031
406,1071
407,1072
408,1073
409,1074
410,1075
411,1076
412,1077
413,1078
414,1079
415,1080
416,1081
417,1082
418,1083
419,1084
420,1085
421,1086
422,1087
423,1088
424,1089
425,1089
426,1090
427,1092
428,1093
429,1094
430,1134
431,1135
432,1136
433,1137
434,1138
435,1137
436,1140
437,1141
438,1142
439,1143
440,1144
441,1145
442,1146
443,1147
444,1147
445,1149
446,1150
447,1151
448,1152
449,1153
450,1154
451,1155
452,1157
453,1157
454,1197
455,1198
456,1198
457,1199
458,1201
459,1202
460,1203
461,1204
462,1205
463,1206
464,1206
465,1208
466,1209
467,1210
468,1211
469,1212
470,1213
471,1214
472,1215
473,1216
474,1217
475,1218
476,1218
477,1219
478,1259
479,1261
480,1262
481,1263
482,1264
483,1265
484,1266
485,1267
486,1268
487,1269
488,1270
489,1271
490,1274
491,1273
492,1274
493,1275
494,1276
495,1277
496,1278
497,1279
498,1280
499,1281
500,1280
501,1282
502,1323
503,1324
504,1325
505,1326
506,1327
507,1328
508,1329
509,1330
510,1331
511,1332
512,1333
513,1334
514,1335
515,1336
516,1337
517,1338
518,1339
519,1340
520,1341
521,1342
522,1343
523,1344
524,1345
525,1346
526,1386
527,1387
528,1388
529,1389
530,1390
531,1391
532,1392
533,1393
534,1394
535,1395
536,1396
537,1397
538,1398
539,1399
540,1400
541,1401
542,1402
543,1403
544,1404
545,1405
546,1406
547,1407
548,1408
549,1409
550,1449
551,1450
552,1451
553,1452
554,1453
555,1454
556,1455
557,1456
558,1457
559,1458
560,1459
561,1460
562,1461
563,1462
564,1463
565,1464
566,1465
567,1466
568,1467
569,1468
570,1470
571,1470
572,1471
573,1472
574,1512
575,1513
576,1514
577,1515
578,1516
579,1517
580,1518
581,1519
582,1520
583,1521
584,1522
585,1523
586,1524
587,1525
588,1526
589,1527
590,1528
591,1529
592,1530
593,1531
594,1532
595,1533
596,1534
597,1535
598,1573
599,1577
600,1577
601,1583
602,1579
603,1579
604,1580
605,1582
606,1582
607,1584
608,1583
609,1585
610,1587
611,1587
612,1589
613,1589
614,1592
615,1591
616,1592
617,1594
618,1594
619,1596
620,1597
621,1602
622,1637
623,1641
624,1640
625,1641
626,1642
627,1642
628,1644
629,1645
630,1645
631,1647
632,1647
633,1649
634,1650
635,1653
636,1652
637,1654
638,1654
639,1655
640,1656
641,1657
642,1657
643,1659
644,1659
645,1661
646,1701
647,1702
648,1702
649,1703
650,1704
651,1705
652,1707
653,1707
654,1710
655,1710
656,1711
657,1715
658,1713
659,1714
660,1714
661,1715
662,1717
663,1720
664,1719
665,1720
666,1721
667,1721
668,1723
669,1724
670,1763
671,1764
672,1766
673,1767
674,1767
675,1769
676,1770
677,1771
678,1772
679,1773
680,1770
681,1775
682,1775
683,1777
684,1777
685,1779
686,1780
687,1781
688,1782
689,1788
690,1783
691,1783
692,1786
693,1789
694,1826
695,1827
696,1828
697,1829
698,1830
699,1832
700,1832
701,1834
702,1836
703,1834
704,1837
705,1841
706,1839
707,1842
708,1839
709,1840
710,1843
711,1844
712,1845
713,1844
714,1846
715,1848
716,1848
717,1849
718,1889
719,1890
720,1891
721,1892
722,1894
723,1900
724,1896
725,1902
726,1900
727,1899
728,1901
729,1901
730,1902
731,1905
732,1904
733,1906
734,1909
735,1906
736,1912
737,1910
738,1911
739,1911
740,1914
741,1913
742,1954
743,1953
744,1954
745,1955
746,1959
747,1960
748,1961
749,1960
750,1960
751,1961
752,1962
753,1963
754,1966
755,1965
756,1968
757,1969
758,1969
759,1971
760,1971
761,1972
762,1973
763,1977
764,1975
765,1976
766,2019
767,2017
768,2019
769,2018
770,2020
771,2020
772,2022
773,2023
774,2024
775,2025
776,2031
777,2027
778,2031
779,2032
780,2034
781,2031
782,2032
783,2032
784,2034
785,2035
786,2035
787,2037
788,2038
789,2039
790,2078
791,2083
792,2082
793,2083
794,2083
795,2085
796,2084
797,2085
798,2088
799,2087
800,2089
801,2089
802,2091
803,2095
804,2094
805,2093
806,2095
807,2095
808,2096
809,2098
810,2099
811,2100
812,2102
813,2104
814,2142
815,2145
816,2143
817,2147
818,2145
819,2146
820,2147
821,2149
822,2150
823,2152
824,2150
825,2152
826,2156
827,2156
828,2159
829,2156
830,2157
831,2158
832,2159
833,2160
834,2162
835,2163
836,2169
837,2168
838,2207
839,2205
840,2206
841,2208
842,2212
843,2208
844,2210
845,2211
846,2213
847,2213
848,2215
849,2217
850,2216
851,2219
852,2219
853,2222
854,2219
