nops,cycles
4849,33635
4850,33802
4851,33647
4852,33844
4853,33733
4854,33708
4855,33803
4856,33751
4857,33648
4858,33692
4859,33780
4860,33688
4861,33808
4862,33904
4863,33843
4864,33829
4865,33854
4866,33867
4867,33858
4868,33925
4869,33858
4870,33812
4871,33784
4872,33896
4873,33820
4874,33796
4875,33839
4876,33813
4877,33950
4878,33959
4879,33950
4880,34058
4881,33931
4882,33872
4883,33804
4884,34120
4885,33895
4886,33984
4887,33984
4888,33960
4889,33940
4890,33888
4891,34030
4892,34004
4893,34049
4894,34068
4895,33992
4896,33947
4897,34303
4898,33952
4899,34025
4900,34157
4901,34115
4902,34007
4903,34109
4904,34152
4905,34068
4906,34068
4907,34112
4908,34137
4909,34204
4910,34209
4911,34108
4912,34181
4913,34163
4914,34134
4915,34125
4916,34275
4917,34123
4918,34097
4919,34104
4920,34135
4921,34227
4922,34222
4923,34261
4924,34279
4925,34264
4926,34186
4927,34278
4928,34284
4929,34243
4930,34307
4931,34273
4932,34230
4933,34300
4934,34304
4935,34313
4936,34301
4937,34372
4938,34329
4939,34332
4940,34298
4941,34275
4942,34416
4943,34405
4944,34402
4945,34459
4946,34461
4947,34280
4948,34414
4949,34451
4950,34385
4951,34285
4952,34350
4953,34518
4954,34287
4955,34402
4956,34481
4957,34525
4958,34487
4959,34534
4960,34502
4961,34428
4962,34508
4963,34477
4964,34474
4965,34444
4966,34645
4967,34580
4968,34538
4969,34530
4970,34498
4971,34556
4972,34583
4973,34628
4974,34643
4975,34614
4976,34611
4977,34667
4978,34618
4979,34584
4980,34627
4981,34649
4982,34615
4983,34639
4984,34630
4985,34573
4986,34602
4987,34606
4988,34662
4989,34695
4990,34675
4991,34723
4992,34730
4993,34703
4994,34816
4995,34807
4996,34737
4997,34687
4998,34753
4999,34833
5000,34764
5001,34801
5002,34721
5003,34799
5004,34754
5005,34915
5006,34801
5007,34848
5008,34833
5009,34867
5010,34818
5011,34919
5012,34874
5013,34946
5014,34895
5015,34759
5016,35020
5017,34820
5018,34849
5019,34819
5020,34867
5021,34983
5022,35042
5023,34959
5024,34932
5025,35079
5026,34952
5027,34939
5028,35036
5029,34956
5030,35001
5031,34981
5032,34998
5033,35007
5034,34978
5035,35052
5036,35002
5037,34966
5038,35019
5039,35026
5040,35007
5041,35065
5042,35084
5043,35041
5044,35026
5045,35073
5046,35033
5047,34960
5048,35121
5049,35074
5050,35083
5051,35119
5052,35135
5053,35239
5054,35333
5055,35215
5056,35117
5057,35182
5058,35158
5059,35099
5060,35279
5061,35166
5062,35195
5063,35199
5064,35178
5065,35228
5066,35188
5067,35205
5068,35249
5069,35271
5070,35262
5071,35305
5072,35442
5073,35316
5074,35285
5075,35223
5076,35220
5077,35195
5078,35254
5079,35277
5080,35338
5081,35318
5082,35279
5083,35315
5084,35367
5085,35355
5086,35407
5087,35405
5088,35386
5089,35476
5090,35423
5091,35347
5092,35410
5093,35492
5094,35416
5095,35451
5096,35426
5097,35356
5098,35464
5099,35523
5100,35414
5101,35439
5102,35486
5103,35555
5104,35523
5105,35484
5106,35508
5107,35507
5108,35519
5109,35409
5110,35575
5111,35625
5112,35482
5113,35511
5114,35524
5115,35684
5116,35541
5117,35590
5118,35643
5119,35646
5120,35652
5121,35556
5122,35665
5123,35740
5124,35600
5125,35644
5126,35652
5127,35731
5128,35613
5129,35715
5130,35644
5131,35644
5132,35648
5133,35746
5134,35785
5135,35787
5136,35715
5137,35719
5138,35731
5139,35688
5140,35735
5141,35835
5142,35716
5143,35733
5144,35722
5145,35751
5146,35794
5147,35799
5148,35736
5149,35855
5150,35840
5151,35775
5152,35963
5153,35843
5154,35882
5155,35855
5156,35853
5157,35848
5158,35797
5159,35845
5160,35831
5161,35895
5162,35871
5163,36092
5164,35842
5165,35915
5166,35961
5167,35933
5168,35919
5169,36028
5170,35822
5171,35895
5172,35880
5173,35967
5174,35925
5175,36224
5176,35956
5177,35957
5178,35944
5179,35990
5180,35939
5181,36183
5182,36023
5183,36106
5184,35941
5185,36073
5186,36033
5187,36065
5188,36041
5189,36117
5190,36062
5191,36131
5192,36161
5193,36290
5194,36024
5195,36103
5196,36042
5197,36158
5198,36062
5199,36163
5200,36158
5201,36176
5202,36174
5203,36173
5204,36149
5205,35955
5206,36240
5207,36187
5208,36264
5209,36223
5210,36321
5211,36248
5212,36168
5213,36318
5214,36319
5215,36293
5216,36320
5217,36036
5218,36284
5219,36338
5220,36366
5221,36347
5222,36317
5223,36425
5224,36314
5225,36299
5226,36360
5227,36356
5228,36325
5229,36414
5230,36410
5231,36352
5232,36401
5233,36437
5234,36409
5235,36272
5236,36371
5237,36375
5238,36434
5239,36458
5240,36464
5241,36438
5242,36439
5243,36404
5244,36419
5245,36530
5246,36553
5247,36523
5248,36428
5249,36508
5250,36513
5251,36434
5252,36499
5253,36498
5254,36458
5255,36545
5256,36520
5257,36511
5258,36536
5259,36547
5260,36601
5261,36647
5262,36571
5263,36557
5264,36590
5265,36588
5266,36593
5267,36661
5268,36594
5269,36568
5270,36655
5271,36632
5272,36660
5273,36684
5274,36609
5275,36653
5276,36580
5277,36785
5278,36684
5279,36823
5280,36713
5281,36804
5282,36749
5283,36524
5284,36800
5285,36769
5286,36702
5287,36852
5288,36633
5289,36808
5290,36796
5291,36811
5292,36706
5293,36839
5294,36852
5295,36656
5296,36873
5297,36777
5298,36855
5299,36843
5300,36914
5301,36856
5302,36772
5303,36849
5304,36822
5305,36843
5306,36829
5307,36861
5308,36903
5309,36989
5310,36977
5311,37005
5312,37044
5313,36955
5314,36929
5315,36906
5316,36979
5317,36891
5318,36941
5319,36953
5320,37056
5321,37072
5322,36896
5323,37048
5324,36959
5325,37148
5326,37078
5327,37055
5328,37185
5329,37006
5330,37115
5331,36950
5332,37048
5333,37143
5334,37048
5335,37165
5336,37074
5337,37098
5338,37047
5339,37018
5340,37107
5341,37197
5342,37124
5343,37178
5344,37213
5345,37089
5346,37192
5347,37143
5348,37311
5349,37177
5350,37157
5351,37307
5352,37237
5353,37435
5354,37256
5355,37191
5356,37151
5357,37307
5358,37224
5359,37342
5360,37347
5361,37285
5362,37197
5363,37254
5364,37335
5365,37361
5366,37308
5367,37262
5368,37412
5369,37306
5370,37417
5371,37251
5372,37319
5373,37492
5374,37451
5375,37461
5376,37343
5377,37489
5378,37266
5379,37432
5380,37380
5381,37315
5382,37410
5383,37341
5384,37408
5385,37435
5386,37543
5387,37427
5388,37562
5389,37562
5390,37508
5391,37534
5392,37571
5393,37447
5394,37524
5395,37572
5396,37499
5397,37520
5398,37571
5399,37518
5400,37529
5401,37418
5402,37507
5403,37542
5404,37599
5405,37617
5406,37590
5407,37658
5408,37724
5409,37690
5410,37678
5411,37629
5412,37596
5413,37575
5414,37628
5415,37684
5416,37694
5417,37739
5418,37651
5419,37643
5420,37579
5421,37630
5422,37587
5423,37754
5424,37688
5425,37770
5426,37767
5427,37740
5428,37776
5429,37724
5430,37770
5431,37864
5432,37770
5433,37742
5434,37793
5435,37797
5436,37772
5437,37732
5438,37862
5439,37697
5440,37833
5441,37774
5442,37739
5443,37793
5444,37871
5445,37837
5446,37829
5447,37827
5448,37812
5449,37880
5450,37814
5451,37865
5452,37873
5453,37900
5454,37867
5455,37861
5456,37820
5457,38008
5458,37971
5459,37949
5460,38074
5461,37998
5462,38124
5463,37956
5464,38064
5465,38009
5466,38025
5467,38030
5468,37959
5469,38049
5470,38121
5471,38089
5472,38183
5473,38145
5474,37984
5475,38018
5476,38072
5477,38027
5478,38126
5479,38121
5480,38024
5481,38088
5482,38093
5483,38105
5484,37994
5485,38142
5486,38259
5487,38269
5488,38299
5489,38340
5490,38179
5491,38377
5492,38149
5493,38172
5494,38183
5495,38241
5496,38171
5497,38058
5498,38074
5499,38119
5500,38117
5501,38267
5502,38285
5503,38195
5504,38233
5505,38223
5506,38313
5507,38161
5508,38301
5509,38415
5510,38415
5511,38326
5512,38359
5513,38239
5514,38411
5515,38405
5516,38434
5517,38297
5518,38321
5519,38324
5520,38342
5521,38359
5522,38329
5523,38357
5524,38306
5525,38411
5526,38434
5527,38440
5528,38370
5529,38511
5530,38389
5531,38549
5532,38484
5533,38564
5534,38568
5535,38579
5536,38497
5537,38390
5538,38602
5539,38552
5540,38662
5541,38559
5542,38560
5543,38636
5544,38655
5545,38658
5546,38505
5547,38509
5548,38493
5549,38708
5550,38577
5551,38577
5552,38514
5553,38621
5554,38537
5555,38523
5556,38516
5557,38602
5558,38726
5559,38718
5560,38732
5561,38622
5562,38756
5563,38691
5564,38687
5565,38768
5566,38767
5567,38784
5568,38743
5569,38696
5570,38769
5571,38752
5572,38610
5573,38818
5574,38781
5575,38819
5576,38773
5577,38702
5578,38788
5579,38675
5580,38833
5581,38940
5582,38870
5583,38853
5584,38957
5585,38848
5586,38767
5587,38851
5588,38888
5589,38907
5590,38900
5591,38851
5592,38734
5593,38921
5594,38759
5595,38747
5596,38900
5597,38885
5598,38953
5599,39011
5600,38999
5601,39048
5602,38881
5603,38953
5604,39014
5605,38877
5606,38954
5607,39071
5608,38924
5609,39084
5610,39043
5611,38941
5612,38991
5613,39054
5614,39030
5615,38922
5616,39040
5617,38992
5618,39135
5619,39045
5620,39170
5621,39114
5622,38986
5623,39121
5624,39030
5625,39076
5626,38904
5627,39093
5628,39120
5629,39148
5630,39225
5631,39129
5632,39219
5633,39220
5634,39164
5635,39250
5636,39159
5637,39291
5638,39235
5639,39111
5640,39175
5641,39330
5642,39175
5643,39252
5644,39193
5645,39307
5646,39382
5647,39159
5648,39297
5649,39265
5650,39201
5651,39234
5652,39254
5653,39373
5654,39228
5655,39399
5656,39302
5657,39373
5658,39289
5659,39341
5660,39351
5661,39305
5662,39350
5663,39435
5664,39507
5665,39349
5666,39510
5667,39405
5668,39458
5669,39369
5670,39440
5671,39331
5672,39372
5673,39471
5674,39357
5675,39472
5676,39522
5677,39460
5678,39409
5679,39545
5680,39500
5681,39569
5682,39504
5683,39651
5684,39552
5685,39433
5686,39525
5687,39632
5688,39475
5689,39510
5690,39595
5691,39562
5692,39543
5693,39719
5694,39680
5695,39680
5696,39611
5697,39486
5698,39621
5699,39679
5700,39634
5701,39606
5702,39755
5703,39707
5704,39613
5705,39768
5706,39729
5707,39617
5708,39569
5709,39703
5710,39684
5711,39704
5712,39806
5713,39740
5714,39721
5715,39692
5716,39827
5717,39673
5718,39766
5719,39916
5720,39791
5721,39809
5722,39756
5723,39644
5724,39776
5725,39853
5726,39865
5727,39978
5728,39798
5729,39884
5730,40040
5731,39889
5732,39897
5733,39838
5734,39795
5735,39869
5736,39798
5737,39876
5738,40002
5739,39867
5740,39899
5741,39940
5742,39973
5743,39949
5744,39964
5745,39951
5746,40041
5747,39942
5748,39923
5749,40054
5750,39926
5751,40004
5752,39946
5753,40061
5754,39980
5755,40086
5756,40020
5757,40185
5758,40071
5759,39972
5760,40190
5761,40146
5762,40130
5763,40090
5764,39963
5765,40050
5766,40030
5767,40162
5768,39996
5769,40074
5770,40054
5771,40131
5772,40193
5773,40210
5774,40166
5775,40084
5776,40204
5777,40134
5778,40103
5779,40143
5780,40189
5781,40116
5782,40187
5783,40339
5784,40099
5785,40116
5786,40163
5787,40207
5788,40209
5789,40398
5790,40202
5791,40205
5792,40261
5793,40250
5794,40434
5795,40201
5796,40259
5797,40268
5798,40374
5799,40316
5800,40434
5801,40293
5802,40278
5803,40292
5804,40328
5805,40270
5806,40508
5807,40512
5808,40524
5809,40321
5810,40381
5811,40341
5812,40436
5813,40445
5814,40509
5815,40426
5816,40326
5817,40571
5818,40510
5819,40520
5820,40291
5821,40532
5822,40561
5823,40495
5824,40513
5825,40495
5826,40590
5827,40577
5828,40434
5829,40441
5830,40510
5831,40629
5832,40570
5833,40465
5834,40545
5835,40527
5836,40725
5837,40628
5838,40628
5839,40559
5840,40632
5841,40551
5842,40691
5843,40573
5844,40694
5845,40646
5846,40610
5847,40692
5848,40617
5849,40541
5850,40639
5851,40586
5852,40671
5853,40747
5854,40718
5855,40811
5856,40656
5857,40741
5858,40758
5859,40781
5860,40776
5861,40742
5862,40650
5863,40817
5864,40896
5865,40756
5866,40885
5867,40773
5868,40753
5869,40746
5870,40819
5871,40737
5872,40914
5873,40844
5874,40723
5875,40879
5876,40766
5877,40734
5878,40939
5879,40775
5880,40960
5881,41029
5882,40863
5883,40891
5884,40927
5885,40946
5886,40880
5887,40925
5888,40925
5889,41004
5890,41034
5891,41056
5892,41074
5893,40991
5894,40974
5895,41018
5896,40954
5897,40982
5898,40959
5899,41015
5900,41085
5901,41019
5902,40831
5903,41028
5904,41092
5905,40990
5906,41026
5907,41178
5908,41080
5909,41000
5910,40995
5911,41124
5912,41112
5913,41160
5914,41042
5915,41014
5916,41102
5917,41192
5918,41046
5919,41194
5920,41318
5921,41202
5922,41133
5923,41232
5924,41085
5925,41201
5926,41152
5927,41214
5928,41318
5929,41212
5930,41124
5931,41274
5932,41241
5933,41211
5934,41209
5935,41259
5936,41336
5937,41321
5938,41323
5939,41316
5940,41308
5941,41247
5942,41324
5943,41389
5944,41280
5945,41390
5946,41230
5947,41405
5948,41347
5949,41402
5950,41344
5951,41412
5952,41412
5953,41381
5954,41357
5955,41404
5956,41435
5957,41425
5958,41280
5959,41431
5960,41393
5961,41535
5962,41461
5963,41428
5964,41483
5965,41625
5966,41579
5967,41423
5968,41636
5969,41523
5970,41457
5971,41415
5972,41597
5973,41504
5974,41559
5975,41602
5976,41525
5977,41493
5978,41487
5979,41535
5980,41440
5981,41664
5982,41695
5983,41710
5984,41649
5985,41648
5986,41578
5987,41581
5988,41647
5989,41588
5990,41659
5991,41654
5992,41715
5993,41643
5994,41670
5995,41628
5996,41645
5997,41756
5998,41698
5999,41765
6000,41756
6001,41734
6002,41692
6003,41732
6004,41701
6005,41753
6006,41683
6007,41791
6008,41762
6009,41687
6010,41801
6011,41738
6012,41654
6013,41842
6014,41974
6015,41835
6016,41860
6017,41867
6018,41869
6019,41922
6020,41918
6021,41856
6022,41911
6023,41896
6024,41875
6025,41748
6026,41864
6027,41897
6028,41893
6029,41974
6030,41867
6031,42008
6032,42023
6033,42009
6034,41837
6035,42031
6036,41931
6037,41999
6038,41932
6039,41945
6040,42023
6041,41949
6042,41885
6043,42108
6044,42027
6045,42042
6046,42030
6047,42112
6048,42085
6049,42174
6050,42104
6051,42026
6052,42166
6053,42121
6054,41979
6055,42091
6056,42053
6057,42128
6058,42084
6059,42146
6060,42217
6061,42075
6062,42155
6063,42209
6064,42109
6065,42163
6066,42104
6067,42186
6068,42140
6069,42132
6070,42042
6071,42202
6072,42227
6073,42128
6074,42262
6075,42272
6076,42277
6077,42183
6078,42335
6079,42325
6080,42383
6081,42357
6082,42255
6083,42357
6084,42343
6085,42239
6086,42261
6087,42342
6088,42370
6089,42385
6090,42248
6091,42383
6092,42332
6093,42433
6094,42380
6095,42384
6096,42307
6097,42422
6098,42390
6099,42379
6100,42405
6101,42323
6102,42311
6103,42492
6104,42404
6105,42396
6106,42520
6107,42471
6108,42427
6109,42513
6110,42539
6111,42411
6112,42467
6113,42539
6114,42545
6115,42489
6116,42601
6117,42583
6118,42553
6119,42542
6120,42554
6121,42439
6122,42500
6123,42587
6124,42538
6125,42536
6126,42647
6127,42617
6128,42622
6129,42604
6130,42593
6131,42701
6132,42640
6133,42608
6134,42672
6135,42712
6136,42623
6137,42700
6138,42654
6139,42645
6140,42649
6141,42794
6142,42787
6143,42734
6144,42701
6145,42835
6146,42754
6147,42804
6148,42768
6149,42771
6150,42748
6151,42875
6152,42747
6153,42713
6154,42767
6155,42806
6156,42840
6157,42930
6158,42870
6159,42858
6160,42818
6161,42926
6162,42850
6163,42749
6164,42829
6165,42893
6166,42930
6167,42959
6168,42899
6169,42878
6170,42834
6171,42926
6172,42863
6173,42931
6174,42986
6175,42975
6176,43103
6177,43003
6178,42945
6179,43003
6180,42957
6181,43046
6182,42972
6183,42912
6184,42957
6185,42977
6186,43061
6187,42985
6188,42956
6189,43086
6190,43066
6191,43051
6192,43059
6193,42942
6194,43056
6195,43041
6196,43144
6197,43102
6198,43090
6199,43114
6200,43120
6201,43075
6202,43148
6203,43019
6204,42998
6205,43184
6206,43200
6207,43291
6208,43211
6209,43197
6210,43148
6211,43170
6212,43148
6213,43225
6214,43241
6215,43200
6216,43161
6217,43110
6218,43274
6219,43221
6220,43204
6221,43240
6222,43222
6223,43347
6224,43297
6225,43275
6226,43279
6227,43190
6228,43289
6229,43290
6230,43273
6231,43297
6232,43197
6233,43318
6234,43236
6235,43295
6236,43240
6237,43353
6238,43391
6239,43434
6240,43374
6241,43469
6242,43293
6243,43446
6244,43389
6245,43391
6246,43368
6247,43378
6248,43356
6249,43398
6250,43409
6251,43418
6252,43532
6253,43552
6254,43483
6255,43577
6256,43548
6257,43446
6258,43581
6259,43460
6260,43472
6261,43531
6262,43542
6263,43586
6264,43531
6265,43571
6266,43603
6267,43460
6268,43576
6269,43650
6270,43622
6271,43693
6272,43766
6273,43659
6274,43654
6275,43611
6276,43718
6277,43573
6278,43629
6279,43668
6280,43618
6281,43758
6282,43739
6283,43744
6284,43654
6285,43675
6286,43693
6287,43584
6288,43789
6289,43723
6290,43783
6291,43659
6292,43662
6293,43651
6294,43742
6295,43748
6296,43814
6297,43794
6298,43673
6299,43741
6300,43786
6301,43762
6302,43847
6303,43799
6304,43907
6305,43857
6306,43939
6307,43939
6308,43804
6309,43939
6310,43840
6311,43822
6312,43922
6313,43812
6314,43901
6315,43901
6316,44003
6317,44029
6318,43858
6319,44027
6320,43928
6321,43886
6322,43987
6323,43858
6324,43974
6325,44004
6326,44076
6327,44054
6328,43902
6329,43979
6330,43919
6331,44129
6332,43937
6333,44170
6334,44060
6335,44059
6336,44031
6337,44066
6338,44035
6339,44097
6340,44061
6341,44241
6342,44020
6343,44173
6344,44093
6345,44041
6346,44091
6347,43981
6348,44102
6349,44114
6350,44163
6351,44253
6352,44167
6353,44169
6354,44156
6355,44224
6356,44176
6357,44165
6358,44089
6359,44136
6360,44220
6361,44238
6362,44191
6363,44236
6364,44209
6365,44313
6366,44381
6367,44323
6368,44276
6369,44391
6370,44308
6371,44259
6372,44320
6373,44253
6374,44300
6375,44365
6376,44356
6377,44374
6378,44352
6379,44423
6380,44291
6381,44256
6382,44457
6383,44351
6384,44400
6385,44429
6386,44428
6387,44406
6388,44370
6389,44409
6390,44463
6391,44365
6392,44555
6393,44394
6394,44411
6395,44327
6396,44465
6397,44437
6398,44549
6399,44564
6400,44565
6401,44519
6402,44638
6403,44519
6404,44548
6405,44456
6406,44550
6407,44495
6408,44586
6409,44557
6410,44555
6411,44550
6412,44554
6413,44658
6414,44594
6415,44611
6416,44617
6417,44638
6418,44554
6419,44570
6420,44741
6421,44577
6422,44624
6423,44739
6424,44785
6425,44585
6426,44796
6427,44706
6428,44580
6429,44801
6430,44820
6431,44638
6432,44799
6433,44865
6434,44738
6435,44711
6436,44854
6437,44732
6438,44795
6439,44703
6440,44802
6441,44709
6442,44727
6443,44740
6444,44843
6445,44743
6446,44809
6447,44952
6448,44826
6449,44814
6450,44946
6451,44831
6452,44784
6453,44842
6454,44874
6455,44883
6456,44927
6457,44967
6458,44853
6459,44994
6460,44915
6461,45032
6462,44978
6463,44944
6464,45048
6465,44979
6466,44986
6467,44936
6468,45008
6469,44974
6470,44882
6471,44911
6472,44913
6473,44841
6474,44920
6475,44944
6476,44911
6477,45095
6478,45046
6479,45088
6480,45061
6481,45119
6482,45099
6483,45165
6484,45185
6485,45090
6486,45012
6487,45195
6488,45125
6489,45116
6490,45059
6491,45097
6492,45011
6493,45259
6494,45221
6495,45193
6496,45370
6497,45118
6498,45157
6499,45229
6500,45228
6501,45318
6502,45311
6503,45220
6504,45320
6505,45243
6506,45210
6507,45208
6508,45216
6509,45184
6510,45244
6511,45293
6512,45390
6513,45319
6514,45284
6515,45410
6516,45160
6517,45238
6518,45199
6519,45287
6520,45296
6521,45415
6522,45402
6523,45220
6524,45308
6525,45482
6526,45436
6527,45442
6528,45512
6529,45498
6530,45388
6531,45369
6532,45575
6533,45292
6534,45427
6535,45431
6536,45437
6537,45439
6538,45399
6539,45404
6540,45483
6541,45578
6542,45526
6543,45671
6544,45351
6545,45472
6546,45450
6547,45628
6548,45547
6549,45726
6550,45420
6551,45572
6552,45718
6553,45548
6554,45576
6555,45604
6556,45550
6557,45758
6558,45677
6559,45678
6560,45680
6561,45642
6562,45599
6563,45818
6564,45778
6565,45697
6566,45517
6567,45627
6568,45620
6569,45663
6570,45688
6571,45635
6572,45640
6573,45777
6574,45731
6575,45647
6576,45806
6577,45710
6578,45755
6579,45732
6580,45849
6581,45776
6582,45780
6583,45850
6584,45859
6585,45762
6586,45674
6587,45885
6588,45802
6589,45898
6590,45863
6591,45925
6592,45830
6593,45870
6594,45930
6595,45802
6596,45870
6597,45845
6598,45792
6599,45749
6600,45854
6601,45926
6602,45773
6603,45861
6604,45944
6605,46051
6606,45838
6607,45977
6608,45968
6609,45899
6610,45948
6611,45908
6612,45943
6613,45954
6614,45979
6615,45967
6616,46038
6617,45966
6618,46000
6619,46050
6620,45865
6621,46157
6622,45946
6623,45979
6624,46137
6625,46161
6626,46043
6627,46136
6628,46166
6629,46130
6630,46251
6631,46038
6632,46095
6633,46199
6634,46178
6635,46270
6636,46301
6637,46064
6638,46177
6639,46264
6640,46193
6641,46181
6642,46109
6643,46074
6644,46071
6645,46085
6646,46138
6647,46249
6648,46263
6649,46238
6650,46224
6651,46272
6652,46233
6653,46416
6654,46333
6655,46373
6656,46359
6657,46290
6658,46237
6659,46343
6660,46249
6661,46319
6662,46282
6663,46294
6664,46315
6665,46251
6666,46414
6667,46326
6668,46364
6669,46362
6670,46496
6671,46468
6672,46398
6673,46300
6674,46466
6675,46378
6676,46477
6677,46583
6678,46444
6679,46430
6680,46453
6681,46528
6682,46408
6683,46421
6684,46309
6685,46596
6686,46649
6687,46634
6688,46569
6689,46565
6690,46647
6691,46590
6692,46509
6693,46548
6694,46597
6695,46541
6696,46509
6697,46496
6698,46715
6699,46605
6700,46631
6701,46729
6702,46747
6703,46601
6704,46539
6705,46533
6706,46516
6707,46658
6708,46622
6709,46554
6710,46621
6711,46784
6712,46709
6713,46561
6714,46699
6715,46686
6716,46702
6717,46744
6718,46737
6719,46653
6720,46692
6721,46837
6722,46827
6723,46695
6724,46774
6725,46881
6726,46630
6727,46939
6728,46676
6729,46822
6730,46862
6731,46881
6732,46840
6733,46734
6734,46673
6735,46952
6736,46844
6737,46844
6738,46835
6739,46957
6740,46870
6741,46970
6742,46956
6743,46917
6744,46915
6745,46920
6746,46810
6747,46967
6748,46836
6749,46851
6750,46980
6751,46939
6752,47106
6753,47089
6754,46907
6755,47009
6756,46965
6757,47097
6758,46893
6759,46906
6760,46965
6761,47134
6762,47078
6763,46887
6764,47024
6765,47081
6766,47184
6767,46909
6768,47009
6769,47183
6770,47102
6771,47076
6772,47043
6773,46965
6774,47156
6775,47111
6776,47149
6777,47134
6778,47210
6779,47128
6780,47070
6781,47122
6782,47170
6783,47217
6784,47265
6785,47219
6786,47156
6787,47315
6788,47223
6789,47188
6790,47125
6791,47202
6792,47173
6793,47302
6794,47285
6795,47232
6796,47333
6797,47306
6798,47246
6799,47206
6800,47295
6801,47208
6802,47438
6803,47321
6804,47269
6805,47265
6806,47407
6807,47398
6808,47303
6809,47235
6810,47312
6811,47278
6812,47210
6813,47368
6814,47404
6815,47542
6816,47505
6817,47397
6818,47370
6819,47444
6820,47416
6821,47348
6822,47362
6823,47466
6824,47372
6825,47362
6826,47459
6827,47612
6828,47477
6829,47519
6830,47565
6831,47614
6832,47507
6833,47437
6834,47438
6835,47543
6836,47679
6837,47579
6838,47561
6839,47651
6840,47550
6841,47450
6842,47488
6843,47573
6844,47590
6845,47684
6846,47632
6847,47715
6848,47531
6849,47711
6850,47585
6851,47597
6852,47714
6853,47721
6854,47695
6855,47645
6856,47714
6857,47579
6858,47615
6859,47722
6860,47752
6861,47741
6862,47632
6863,47625
6864,47752
6865,47727
6866,47871
6867,47750
6868,47814
6869,47837
6870,47723
6871,47726
6872,47688
6873,47755
6874,47813
6875,47844
6876,47877
6877,47867
6878,47940
6879,47979
6880,47884
6881,47888
6882,47775
6883,47784
6884,47942
6885,47921
6886,47869
6887,47919
6888,48024
6889,47836
6890,47890
6891,47884
6892,47808
6893,48055
6894,47969
6895,47950
6896,47904
6897,47839
6898,48056
6899,47959
6900,48036
6901,48094
6902,47868
6903,47978
6904,48006
6905,47943
6906,47851
6907,48042
6908,48055
6909,48081
6910,48156
6911,47990
6912,48091
6913,48104
6914,47937
6915,48238
6916,48160
6917,48088
6918,48162
6919,48215
6920,48019
6921,48208
6922,48087
6923,47976
6924,48245
6925,48197
6926,48195
6927,48232
6928,48281
6929,48091
6930,48212
6931,48211
6932,48142
6933,48324
6934,48084
6935,48170
6936,48178
6937,48231
6938,48253
6939,48206
6940,48235
6941,48318
6942,48427
6943,48252
6944,48221
6945,48271
6946,48276
6947,48362
6948,48340
6949,48386
6950,48442
6951,48200
6952,48247
6953,48361
6954,48344
6955,48296
6956,48357
6957,48475
6958,48468
6959,48539
6960,48267
6961,48299
6962,48475
6963,48364
6964,48401
6965,48417
6966,48434
6967,48354
6968,48316
6969,48550
6970,48507
6971,48485
6972,48338
6973,48525
6974,48527
6975,48625
6976,48494
6977,48446
6978,48649
6979,48626
6980,48581
6981,48500
6982,48544
6983,48554
6984,48642
6985,48520
6986,48581
6987,48523
6988,48626
6989,48575
6990,48571
6991,48566
6992,48661
6993,48690
6994,48610
6995,48634
6996,48590
6997,48698
6998,48607
6999,48586
7000,48643
7001,48714
7002,48749
7003,48652
7004,48631
7005,48744
7006,48765
7007,48787
7008,48811
7009,48798
7010,48711
7011,48699
7012,48762
7013,48754
7014,48758
7015,48817
7016,48830
7017,48826
7018,48815
7019,48721
7020,48749
7021,48913
7022,48884
7023,48809
7024,48780
7025,48862
7026,48847
7027,48850
7028,48904
7029,48848
7030,48909
7031,48900
7032,48839
7033,48903
7034,48873
7035,48964
7036,48876
7037,48909
7038,48918
7039,48954
7040,48974
7041,49029
7042,48935
7043,48959
7044,48899
7045,48936
7046,49045
7047,49101
7048,48966
7049,48983
7050,49073
7051,48939
7052,48919
7053,48992
7054,48995
7055,49206
7056,49147
7057,49087
7058,49059
7059,49053
7060,49081
7061,49080
7062,49030
7063,49073
7064,49159
7065,49218
7066,49114
7067,49101
7068,49057
7069,49255
7070,49127
7071,49133
7072,49113
7073,49377
7074,49264
7075,49249
7076,49233
7077,49167
7078,49244
7079,49155
7080,49115
7081,49122
7082,49266
7083,49250
7084,49250
7085,49349
7086,49244
7087,49291
7088,49237
7089,49163
7090,49192
7091,49382
7092,49294
7093,49278
7094,49332
7095,49503
7096,49292
7097,49269
7098,49338
7099,49373
7100,49315
7101,49431
7102,49423
7103,49421
7104,49648
7105,49423
7106,49346
7107,49428
7108,49417
7109,49410
7110,49487
7111,49458
7112,49441
7113,49244
7114,49421
7115,49483
7116,49447
7117,49513
7118,49549
7119,49519
7120,49522
7121,49500
7122,49284
7123,49500
7124,49581
7125,49517
7126,49503
7127,49525
7128,49552
7129,49543
7130,49565
7131,49627
7132,49576
7133,49661
7134,49627
7135,49678
7136,49705
7137,49621
7138,49674
7139,49671
7140,49741
7141,49673
7142,49645
7143,49699
7144,49633
7145,49638
7146,49708
7147,49668
7148,49649
7149,49717
7150,49751
7151,49766
7152,49757
7153,49843
7154,49711
7155,49712
7156,49707
7157,49730
7158,49758
7159,49747
7160,49764
7161,49783
7162,49828
7163,49739
7164,49738
7165,49924
7166,49882
7167,49850
7168,49891
7169,49895
7170,49891
7171,49862
7172,49857
7173,49877
7174,50116
7175,49856
7176,49831
7177,49945
7178,49896
7179,49842
7180,49801
