0,3
1,4
2,5
3,6
4,6
5,7
6,8
7,9
8,10
9,11
10,12
11,13
12,14
13,15
14,72
15,75
16,71
17,72
18,76
19,74
20,75
21,76
22,77
23,83
24,84
25,80
26,81
27,84
28,86
29,84
30,85
31,90
32,87
33,88
34,89
35,95
36,91
37,95
38,125
39,130
40,128
41,126
42,128
43,128
44,129
45,130
46,135
47,133
48,136
49,134
50,137
51,140
52,137
53,138
54,142
55,142
56,141
57,148
58,144
59,144
60,146
61,147
62,181
63,180
64,180
65,186
66,182
67,187
68,185
69,185
70,187
71,187
72,188
73,188
74,189
75,192
76,195
77,194
78,194
79,200
80,197
81,199
82,199
83,201
84,200
85,201
86,235
87,252
88,234
89,235
90,237
91,240
92,241
93,239
94,242
95,240
96,245
97,242
98,245
99,252
100,247
101,249
102,251
103,250
104,254
105,257
106,254
107,253
108,259
109,256
110,288
111,289
112,290
113,292
114,291
115,292
116,297
117,298
118,296
119,301
120,301
121,300
122,300
123,304
124,303
125,304
126,306
127,305
128,308
129,310
130,310
131,313
132,308
133,311
134,343
135,348
136,347
137,348
138,346
139,348
140,349
141,350
142,350
143,353
144,355
145,358
146,355
147,354
148,357
149,357
150,359
151,362
152,362
153,361
154,362
155,363
156,366
157,366
158,399
159,400
160,400
161,403
162,402
163,401
164,399
165,406
166,405
167,405
168,411
169,413
170,409
171,410
172,414
173,410
174,414
175,424
176,415
177,418
178,420
179,419
180,420
181,422
182,454
183,454
184,458
185,455
186,458
187,457
188,459
189,459
190,467
191,462
192,463
193,464
194,462
195,466
196,467
197,468
198,467
199,472
200,471
201,470
202,472
203,475
204,475
205,477
206,509
207,512
208,509
209,511
210,514
211,513
212,513
213,515
214,515
215,521
216,530
217,518
218,518
219,521
220,524
221,526
222,523
223,524
224,526
225,526
226,529
227,526
228,530
229,532
230,568
231,561
232,564
233,569
234,567
235,566
236,570
237,566
238,571
239,569
240,575
241,573
242,576
243,580
244,581
245,577
246,578
247,580
248,581
249,582
250,582
251,586
252,584
253,586
254,616
255,618
256,617
257,623
258,625
259,623
260,625
261,624
262,628
263,629
264,628
265,631
266,629
267,626
268,631
269,631
270,630
271,635
272,635
273,637
274,637
275,637
276,644
277,640
278,673
279,676
280,677
281,676
282,678
283,678
284,678
285,682
286,679
287,685
288,687
289,684
290,682
291,691
292,687
293,689
294,693
295,693
296,688
297,691
298,692
299,695
300,696
301,695
302,730
303,729
304,731
305,729
306,734
307,734
308,734
309,736
310,732
311,737
312,749
313,742
314,738
315,741
316,739
317,742
318,744
319,747
320,747
321,749
322,751
323,749
324,751
325,750
326,787
327,781
328,782
329,786
330,790
331,785
332,794
333,795
334,794
335,788
336,788
337,805
338,797
339,796
340,797
341,802
342,803
343,802
344,801
345,808
346,803
347,804
348,802
349,821
350,840
351,838
352,842
353,846
354,843
355,845
356,844
357,848
358,850
359,847
360,848
361,858
362,859
363,852
364,852
365,855
366,859
367,860
368,855
369,859
370,859
371,859
372,864
373,860
374,895
375,896
376,893
377,896
378,898
379,895
380,897
381,908
382,899
383,902
384,910
385,905
386,905
387,906
388,907
389,909
390,909
391,910
392,908
393,911
394,913
395,921
396,919
397,918
398,944
399,949
400,952
401,953
402,950
403,954
404,954
405,956
406,959
407,956
408,957
409,962
410,958
411,958
412,963
413,963
414,959
415,968
416,969
417,972
418,967
419,970
420,970
421,971
422,1005
423,1004
424,1000
425,1006
426,1010
427,1008
428,1007
429,1007
430,1011
431,1010
432,1011
433,1010
434,1014
435,1016
436,1013
437,1027
438,1021
439,1019
440,1019
441,1022
442,1027
443,1031
444,1025
445,1025
446,1060
447,1062
448,1060
449,1059
450,1061
451,1059
452,1063
453,1073
454,1069
455,1065
456,1076
457,1070
458,1073
459,1073
460,1073
461,1072
462,1072
463,1080
464,1078
465,1078
466,1079
467,1084
468,1079
469,1083
470,1122
471,1114
472,1114
473,1121
474,1119
475,1114
476,1125
477,1125
478,1123
479,1127
480,1123
481,1125
482,1130
483,1130
484,1129
485,1130
486,1129
487,1163
488,1138
489,1137
490,1136
491,1134
492,1134
493,1137
494,1171
495,1178
496,1170
497,1173
498,1174
499,1173
500,1178
501,1180
502,1183
503,1178
504,1183
505,1183
506,1180
507,1185
508,1186
509,1188
510,1183
511,1190
512,1184
513,1193
514,1186
515,1195
516,1189
517,1190
518,1226
519,1231
520,1222
521,1229
522,1225
523,1233
524,1235
525,1227
526,1236
527,1229
528,1237
529,1235
530,1242
531,1243
532,1239
533,1243
534,1246
535,1242
536,1247
537,1246
538,1251
539,1247
540,1244
541,1247
542,1275
543,1280
544,1290
545,1282
546,1281
547,1288
548,1284
549,1287
550,1299
551,1297
552,1289
553,1298
554,1291
555,1290
556,1306
557,1291
558,1302
559,1296
560,1294
561,1302
562,1303
563,1306
564,1310
565,1302
566,1333
567,1334
568,1342
569,1337
570,1343
571,1338
572,1340
573,1343
574,1349
575,1351
576,1347
577,1352
578,1348
579,1350
580,1351
581,1355
582,1355
583,1356
584,1355
585,1355
586,1358
587,1359
588,1365
589,1358
590,1389
591,1386
592,1393
593,1401
594,1394
595,1394
596,1400
597,1402
598,1397
599,1398
600,1406
601,1406
602,1403
603,1410
604,1410
605,1410
606,1409
607,1408
608,1409
609,1407
610,1410
611,1413
612,1417
613,1424
614,1449
615,1453
616,1448
617,1455
618,1447
619,1455
620,1453
621,1453
622,1511
623,1455
624,1451
625,1460
626,1469
627,1462
628,1459
629,1458
630,1460
631,1464
632,1461
633,1469
634,1466
635,1471
636,1475
637,1471
638,1497
639,1504
640,1512
641,1503
642,1504
643,1503
644,1508
645,1513
646,1511
647,1509
648,1508
649,1516
650,1519
651,1511
652,1518
653,1522
654,1519
655,1514
656,1517
657,1521
658,1524
659,1527
660,1523
661,1523
662,1555
663,1560
664,1556
665,1557
666,1556
667,1559
668,1563
669,1559
670,1568
671,1565
672,1561
673,1564
674,1565
675,1573
676,1570
677,1565
678,1573
679,1570
680,1577
681,1575
682,1579
683,1579
684,1584
685,1584
686,1608
687,1619
688,1614
689,1614
690,1610
691,1624
692,1624
693,1618
694,1619
695,1625
696,1622
697,1621
698,1624
699,1622
700,1619
701,1635
702,1625
703,1626
704,1626
705,1635
706,1638
707,1625
708,1633
709,1639
710,1667
711,1668
712,1672
713,1669
714,1675
715,1674
716,1666
717,1671
718,1678
719,1675
720,1670
721,1672
722,1678
723,1679
724,1680
725,1685
726,1681
727,1680
728,1691
729,1683
730,1687
731,1683
732,1689
733,1688
734,1718
735,1725
736,1725
737,1730
738,1726
739,1723
740,1733
741,1729
742,1726
743,1729
744,1732
745,1732
746,1735
747,1734
748,1734
749,1733
750,1746
751,1740
752,1745
753,1735
754,1736
755,1753
756,1744
757,1746
758,1779
759,1777
760,1776
761,1782
762,1788
763,1782
764,1792
765,1780
766,1776
767,1799
768,1786
769,1791
770,1797
771,1794
772,1799
773,1791
774,1800
775,1800
776,1797
777,1799
778,1800
779,1805
780,1802
781,1794
782,1831
783,1830
784,1836
785,1834
786,1838
787,1837
788,1842
789,1838
790,1842
791,1842
792,1835
793,1843
794,1842
795,1847
796,1846
797,1841
798,1847
799,1847
800,1851
801,1854
802,1858
803,1853
804,1856
805,1858
806,1883
807,1890
808,1892
809,1898
810,1900
811,1892
812,1895
813,1895
814,1891
815,1899
816,1899
817,1907
818,1907
819,1902
820,1902
821,1904
822,1899
823,1911
824,1903
825,1915
826,1914
827,1912
828,1911
829,1912
830,1941
831,1946
832,1939
833,1948
834,1945
835,1943
836,1949
837,1948
838,1947
839,1947
840,1960
841,1961
842,1952
843,1959
844,1956
845,1994
846,1954
847,1954
848,1959
849,1957
850,1965
851,1969
852,1969
853,1965
854,1998
855,1996
856,2006
857,2003
858,1999
859,1996
860,1997
861,2000
862,2009
